"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq 2","x1lliihq 3","x1lliihq 4"
"https://www.instagram.com/sukma_raga_official/","https://scontent.cdninstagram.com/v/t51.82787-19/528717223_17975383064910418_7270791141036035823_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=107&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=rs1ny2FG0xoQ7kNvwG9CrF-&_nc_oc=Adq0RtrifzINH8tX1G3dmlZjHjhfIo5nJ04vAL-f8GDZ_N_ADlpSHhCw8j3kymQaOLY&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af6Sz3ID5bULqPilXt5-406XgizMUqRidRWraGI_c4r-fw&oe=6A11BDE1","sukma_raga_official","https://www.instagram.com/p/DYY4wB5j0kv/c/17952333582142298/","2d","Tapi rakyat beli produk mahal bos........ walau di desa,mau tak mau rakyat merasakan dampaknya...... 😂😂😂😂","232 likes","Reply"
"https://www.instagram.com/sinemora_film/","https://scontent.cdninstagram.com/v/t51.82787-19/670922477_18578531230039857_9029251755504215327_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=eoe48riAgVMQ7kNvwFvxoxV&_nc_oc=AdqczqUv2GkkMiZM6_aCoGRo-_HQ6p4zW3Z0s5eDpYgMEyId1NUGG6lWBHWW1LdLSgk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af4VUlBPST7Bl7GfkQkcBOo2WnB066Uu760dQrEWItgNuQ&oe=6A11A740","sinemora_film","https://www.instagram.com/p/DYY4wB5j0kv/c/17944741863015747/","2d","turunkan Prwbowo....","123 likes","Reply"
"https://www.instagram.com/bellenafille/","https://scontent.cdninstagram.com/v/t51.82787-19/544097630_18526713052065228_1802717127715727887_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=3EvqFzX05ZQQ7kNvwEFIMRg&_nc_oc=AdqPvIr32erkVRXQJMDTLWKtpZK3KkB7V8pBfO38stHkwRTtLY-2K3aG4RImFIueFH4&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af44gFkqikzw6H_TzKfv1IFh50EVYqujaP7g4YRxD_WMgQ&oe=6A11C5B4","bellenafille","https://www.instagram.com/p/DYY4wB5j0kv/c/17882991450564068/","2d","Prabowo P nya PLENGERRRRRRRRRRRRR","324 likes","Reply"
"https://www.instagram.com/kamikze11/","https://scontent.cdninstagram.com/v/t51.2885-19/319334030_1143971629577495_5153857174798281013_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45MDAuQzMifQ%3D%3D&_nc_ohc=NABr_Ef865cQ7kNvwG1Z4x9&_nc_oc=AdpwHAW89__2R-ipUUoImFkWUEzrfvP5PC-40nHyZ49TNqqMWlLEqwVx6f7VKXkEDns&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b2a8&oh=00_Af5l7_CIHqEZSHorS9MVTiy9QS9j2ShjmXOIOFbksk5wkg&oe=6A11CBFA","kamikze11","https://www.instagram.com/p/DYY4wB5j0kv/c/18000976973756273/","2d","Pernyataan Terbodoh dari seorang presiden 😢😢","63 likes","Reply"
"https://www.instagram.com/gorengan.gedang89/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af5G_NKOJeWyICxiOkOtLnEXynfhbiVwYGaLrZbuwEspmA&oe=6A11A5A2","gorengan.gedang89","https://www.instagram.com/p/DYY4wB5j0kv/c/18051348302770842/","2d","🗣️HIDUP JOKOWI!!!!!","67 likes","Reply"
"https://www.instagram.com/femiliakandida/","https://scontent.cdninstagram.com/v/t51.82787-19/639617803_18337250875244954_7200019878658755178_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=ghKmtORTnOIQ7kNvwE3bMTz&_nc_oc=Ado5f2CtWRqCsK2_mU_DunBaRW3-25FqhbsXNLVlASfer0hkdOx76CHcpynkLrDOZhU&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af51-REv0jx-k4XwnGakTteoBy97FaIRN_PSaYtz3Psb4w&oe=6A11998D","femiliakandida","https://www.instagram.com/p/DYY4wB5j0kv/c/18088691738202459/","1d","Setiap keluar kata dari mulut nya gua gelisah 😭😭😭","25 likes","Reply"
"https://www.instagram.com/maulirizkii_m/","https://scontent.cdninstagram.com/v/t51.82787-19/699850766_18138273793539532_2738588386821211622_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=rTpj-HPqq3AQ7kNvwHflW-T&_nc_oc=AdqtCJH-whDKFI7vUTArPd5YCBIHrJTMrGHocqaD3wCaeB2PDoxbRKKUr1M41-y7nKs&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=RtZAS2BlL6yo1fOziUQKZw&_nc_ss=7b2a8&oh=00_Af5vR2EeXyoom7pb7pRvXKuV84zL95_begeJRL1oiJQijw&oe=6A11B982","maulirizkii_m","https://www.instagram.com/p/DYY4wB5j0kv/c/18130932160576129/","9h","demo demo","1 like","Reply"
"https://www.instagram.com/egaaanov/","https://scontent.cdninstagram.com/v/t51.82787-19/691909424_18452175121115047_4234883151047904710_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=107&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=ZUfOz4jfya8Q7kNvwHc8CNK&_nc_oc=AdquPJWkIN2PmXLw-eRJkQ_e2UX1nKd4q3sXoFL6waESG7RvQ-gJTa2NfOsx4SoN74U&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af6LBreFrzZS-m03CCz1xB0G9YjVyVxMCyYSfjDftIccyQ&oe=6A119C9E","egaaanov","https://www.instagram.com/p/DYY4wB5j0kv/c/18090430847528370/","1d","ini pada nyesel ga yang 2 jari?🙏🏻🙂","22 likes","Reply"
"https://www.instagram.com/richiyanuary/","https://scontent.cdninstagram.com/v/t51.82787-19/554537524_18483040123073987_4795862619375968227_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=qO16LYtNu84Q7kNvwHmb2kN&_nc_oc=AdoLc493-SbUcxRj2mle2JW8eULIAphQ8pM1-LXwJ54zd7kuaeyprZcUbEyJzb-18sk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af6tSOM5f1qQ5QmoPkRzlQxd8WfQBW6EBX6bbBmHop4K1g&oe=6A11BC4A","richiyanuary","https://www.instagram.com/p/DYY4wB5j0kv/c/17962674293935901/","1d","Terpantau buzzer bingung nyebokinnya gmn 😭","32 likes","Reply"
"https://www.instagram.com/nia_hamidah/","https://scontent.cdninstagram.com/v/t51.82787-19/554422960_18527495410062288_4032238267983234688_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43NzcuQzMifQ%3D%3D&_nc_ohc=Zy9cC3GBo50Q7kNvwHmHqlH&_nc_oc=AdpT8C1XznBRFlZkbD2iNYx4U1eQLdaW0H-6lRrbns8HZKJnMX_SZpSRClaWdYGNCac&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af4O95xsFkzCHsYrbO6aMAJC7CFKxIDIBxcURpBrR-86BA&oe=6A11C038","nia_hamidah","https://www.instagram.com/p/DYY4wB5j0kv/c/18011617730902755/","10h","Gimana ya ngasih tau nya 😭😭😭","1 like","Reply"
"https://www.instagram.com/anggacandraaa/","https://scontent.cdninstagram.com/v/t51.82787-19/628215167_18555037891062692_6298037060840527644_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Z_OtXpwmg_cQ7kNvwESja6y&_nc_oc=AdqtSupXTeN_qcnTL-UQe1mR9iB7mgsQG05M5fh7ZxN2L3vnX98RBUnkfF1JjLkHbRE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af7Ef4qajFK5AqFmKIa33oaFM-64TWL9gshjYhuNpSJx3A&oe=6A11B8ED","anggacandraaa","https://www.instagram.com/p/DYY4wB5j0kv/c/17857047930649247/","1d","💔💔","6 likes","Reply"
"https://www.instagram.com/mhd_iskandaar/","https://scontent.cdninstagram.com/v/t51.82787-19/670868253_18526636690074792_7659122613195717744_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=TiXLePu1BQoQ7kNvwHHCqRW&_nc_oc=AdrQGG2ryjwK8MucIhAkpP-_gbE0mSqRXDy8wsEB2Ecnulpf5M1ElJRNmJnttrgcbA8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af50S0pbk_BQYLeaZOP9ocLlqhyFh7JK8hSwumWBa-EFyA&oe=6A11C9CD","mhd_iskandaar","https://www.instagram.com/p/DYY4wB5j0kv/c/18062724551453560/","19h","Pening lah liat kau pak","1 like","Reply"
"https://www.instagram.com/rillapermatasari/","https://scontent.cdninstagram.com/v/t51.75761-19/503865078_18412266610099511_1258185872261136304_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Ugy3wg8IS28Q7kNvwGSgY2U&_nc_oc=AdqO3ItNLsswxTxk2sxAHPfQ0pihYoNnlI9UsU4cUYahvCcmqdL_KG79CAcJXQ8FBfA&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af5o3USe5lr_1ma6vovZBEy7XdAznG0iEaVClvqTR_wCuA&oe=6A11977C","rillapermatasari","https://www.instagram.com/p/DYY4wB5j0kv/c/18088051952343265/","1d","Teriak-teriak gak jelas, sepertinya itu Bapak yang ngomong TIDAK JELAS! Udah bawa turun aja itu pak se-kabinet2 nya!!🗿","Reply",""
"https://www.instagram.com/haiseahai/","https://scontent.cdninstagram.com/v/t51.82787-19/670528730_18391171888155419_1126651621801239583_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=aAYKk4iCOQgQ7kNvwFKuj0T&_nc_oc=Adr6zvdV109R5yMHm9KvgbrY-YV-IhaOGzLTxMEeOBiPv85jAnSbUXyG5IJNTHDhj44&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af7o9NRbXnzWT_oqlzwnnWlVCYkd0pGvhHOXM5XvDwvf-g&oe=6A11B052","haiseahai","https://www.instagram.com/p/DYY4wB5j0kv/c/18133974388495685/","1d","pls tell me he didn’t mean it…iya ga pegang dollar, tapi efek dollar itu kan nyampe ke meja makan mereka every single dayyyyy, paaakk 😭💔","6 likes","Reply"
"https://www.instagram.com/robert_ryaldi/","https://scontent.cdninstagram.com/v/t51.82787-19/642491708_18399554959180207_4100970347789240752_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=ysNKknJzji8Q7kNvwGmOm8s&_nc_oc=AdrM5oZuChlEvnKbHptvLsKDbMldLbKzJ8zevXQL0hqiiyWZUQuzCvh4bcT6pZJcQpk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af64K9ke33lG124i-WfvdSd_gXqHgDtnB5VDwoWpOL-Hdg&oe=6A11B272","robert_ryaldi","https://www.instagram.com/p/DYY4wB5j0kv/c/17909166816225585/","1d","Mending jaman jokowi","5 likes","Reply"
"https://www.instagram.com/agungchevtaaa/","https://scontent.cdninstagram.com/v/t51.82787-19/642340930_18364252990161378_7455383722147704629_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=yqv5_i4O3koQ7kNvwH3ZhNm&_nc_oc=AdoTi-8-l6adU-dD52-2LgEOWAn4vgH3voQEcCODx_2M7sVTo6jVhdh59PxtiCCAmc8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af68hSqzz6zjJDQv9OGaIUwMgxzvdYMdJItoH8Nau9maNg&oe=6A11996D","agungchevtaaa","https://www.instagram.com/p/DYY4wB5j0kv/c/18098415337886813/","18h","BERHARAP APA SAMA LANSIA 😂","4 likes","Reply"
"https://www.instagram.com/zuriyat_abubakar/","https://scontent.cdninstagram.com/v/t51.82787-19/696062222_18048719633765159_8016917994259374114_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MzIuQzMifQ%3D%3D&_nc_ohc=temTg4_MFcgQ7kNvwEv2FhR&_nc_oc=AdpkhBXMchEcMrxwwgsI44-_sQr0zqvWp1byoyYnjTWDkECSrsn4oHL68UGhKLDR4qE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af4a7rcV0jc7Iszk4tj0yCzjteazTuTHf6dEzgr3v4aq2g&oe=6A11977E","zuriyat_abubakar","https://www.instagram.com/p/DYY4wB5j0kv/c/18092455301607329/","11h","Mengikuti bisikan gengiblis hinga masuk pada emosional masyarakat , domm 🔥 terjadi ch***os anak si anj***🗿 naik cb**iii🗿","Reply",""
"https://www.instagram.com/afungfung330/","https://scontent.cdninstagram.com/v/t51.82787-19/688155500_18225689596314445_1511839759867350068_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=3ThhqQg13PkQ7kNvwHtAjqx&_nc_oc=AdoX7MAcA4e2NOdFa9qJ5k-_GOBX1VXC0e8EMeTycexIaaxdc-qvJwKTi_vH4MS9TWk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af6JZp3-pIloCD4tOfUXKIYmKeYQG54BT2fluTIsIkQvTg&oe=6A119863","afungfung330","https://www.instagram.com/p/DYY4wB5j0kv/c/18009564215714434/","11h","Aduuh 🤣😂","1 like","Reply"
"https://www.instagram.com/tasya.idris/","https://scontent.cdninstagram.com/v/t51.82787-19/571292437_18110839057581280_5891001606302895726_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=450uQoh9D3gQ7kNvwHigqH-&_nc_oc=AdrG3P4u2ET9tR3U7xUVTN8iQTJtOpnUHYoJrqkRhY5qxLVWqUs0u2AanLwrgZ8qZag&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af52owCN5UbIV8dcVYfJPLgiCerAMTJQmV8Ru3TOQspePQ&oe=6A11C4D5","tasya.idris","https://www.instagram.com/p/DYY4wB5j0kv/c/18094745563934718/","1d","Bener, Pak. Di desa ga pake dolar, kami pake daun belimbing, kadang kadang pake daun sukun🙏🏻","2 likes","Reply"
"https://www.instagram.com/cahaya46378/","https://scontent.cdninstagram.com/v/t51.82787-19/633974232_17856204471657390_7520570636971179468_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDc5LkMzIn0%3D&_nc_ohc=Qc4k_oY6r90Q7kNvwGhblDW&_nc_oc=AdoXDslupS-iT4V6dGvqE2AoiXoqugPxLJhosO8_hPTgtx7QDEeMtokeBrZ8qNQU_Fs&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fbbufSpKP1ONRZCXW5dJrQ&_nc_ss=7b6a8&oh=00_Af4Yw67yKt3Dca0IVmxeEevRGILEKvdvlLmgI0UhUj3JqA&oe=6A11B0E5","cahaya46378","https://www.instagram.com/p/DYY4wB5j0kv/c/17850273102693416/","1d","G' ada penasehat presiden kah.. Kok makin ngelantur bgt beliau ini.. Jd kepikiran knp knp 2x beliau kmarin gagal.. & ini lah allah tunjuk kan.. 🤦‍♀️","8 likes","Reply"
"https://www.instagram.com/vita.sari.1884/","https://scontent.cdninstagram.com/v/t51.75761-19/503025167_18509101015053960_722111525709635169_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=w1fB67S_ah8Q7kNvwHje12z&_nc_oc=AdrQvEzhPgPgBLUwwrpBhujSX7UHn73z29NFdQaaHX4jE05tFmHoAIiyrJFI3iSb1l8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af61ozNUXNofLq1zVImkJ_jjg757BLXom2jYjy-PpDGngg&oe=6A11ABD3","vita.sari.1884","https://www.instagram.com/p/DYY4wB5j0kv/c/17980511684845411/","15h","Waduhhh Pak Presiden ku, malu saya dengarnya😭😭","Reply","See translation"
"https://www.instagram.com/fabionotttet/","https://scontent.cdninstagram.com/v/t51.82787-19/682892501_18391689880086941_2950843974577097810_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=HBunzSsIxSgQ7kNvwFWZn-J&_nc_oc=AdoctmzZ3DhjtZ0c3LjmnARb_Pg3cNbgRulgHBxjnTVEWq27gezubiRXTHnVOZvszTc&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af5bVSZLlVWhCImMT5_ITEWR9CGSyigDoZlwIqU2-C36lA&oe=6A11B80A","fabionotttet","https://www.instagram.com/p/DYY4wB5j0kv/c/18096623444132894/","1d","apa hahahaha","4 likes","Reply"
"https://www.instagram.com/ajisatriia14/","https://scontent.cdninstagram.com/v/t51.82787-19/566234361_18490915267079545_1388283506796904576_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=RHrdzhAva_EQ7kNvwHUXFcR&_nc_oc=Adqi-N5lJnzDoePOV1R5QwqP44651Nrc8BEMHKiMgWQ6QfBW4nbL9cdXtg6o-fFqDKU&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af5NIjFRyivV1Zf2e9XBfV9a4rj9eKny7wD7hRYh42MTVQ&oe=6A11B7D7","ajisatriia14","https://www.instagram.com/p/DYY4wB5j0kv/c/17890387632497219/","12h","Orang kampung gak make uang dolar . Tapi ngaruh kalo buat belanja sana sini . Yang tadinya uang 20rb bisa buat beli apa aja , ini cuman bisa dapet minyak doang .. owalah PAAAKKK PAAAAKK !!!","1 like","Reply"
"https://www.instagram.com/dianaaarahmaaaa_/","https://scontent.cdninstagram.com/v/t51.82787-19/611655676_18427708189114391_4308532144277369087_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=gSD1ySCgyX4Q7kNvwHEBJGS&_nc_oc=AdrOVRN5U2VN-L9UmFtwcS1nJoIZwOOrokiFwA9q0CQrfcoyFK41nWWyPHa4VU46lVc&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af7zyOJM35d6zkwsl5Q6qX2SZEHhSAqoY1CIP_8smuXR5Q&oe=6A119EE5","dianaaarahmaaaa_","https://www.instagram.com/p/DYY4wB5j0kv/c/18456292921114656/","1d","Lolo bgt🗿","2 likes","Reply"
"https://www.instagram.com/herytriwibowo_/","https://scontent.cdninstagram.com/v/t51.75761-19/505707368_18371999470130411_4964767144089030009_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=110&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=LjqnOW8XJ-kQ7kNvwEnCo78&_nc_oc=AdokyVOkM9iOlrEpPKAylSmgGvD2r0RHabm8WWDa-It3PZ62S_cS3Tbg0TpPpjyAA9M&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af5aL3Lzd5BktNext7FQNCGlMCE1kud0zrMD-rIWf3tA4A&oe=6A11B2A8","herytriwibowo_","https://www.instagram.com/p/DYY4wB5j0kv/c/17903018031425235/","13h","marai mumet wong iki 😂","Reply","See translation"
"https://www.instagram.com/chik.x/","https://scontent.cdninstagram.com/v/t51.82787-19/555456804_18431680477099376_4956886672030010914_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=ibETUwIPCNoQ7kNvwH5Npmx&_nc_oc=Adr26tzG01ZqttQxS0OGEUEeiJ5nXTSNGf8YnDpb6vtpShMe7FfLyOfd6RcL7x7CfPk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af4CimIVE722sqzrB0qgy4M-icsOOTzG02RbVtUYHuerfA&oe=6A11CAF2","chik.x","https://www.instagram.com/p/DYY4wB5j0kv/c/18089738330201455/","1d","Stress","Reply",""
"https://www.instagram.com/wibisono_jp/","https://scontent.cdninstagram.com/v/t51.82787-19/658641285_18407072905196188_9208313220419021632_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=C0zEx00wYKgQ7kNvwEqgJDA&_nc_oc=AdoBfeKzPw_AFuVCf2IXqEQmpSDandSXx9m48IDLEw1ru8vffaTYzjAAMexDbAO0rkc&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=1fcLF1hb-r3BXFa8SHU9dg&_nc_ss=7b6a8&oh=00_Af42Orwua4i6hNyyn5mrMddzx5EpaSpIOqy4fxX9HJj8dw&oe=6A11C194","wibisono_jp","https://www.instagram.com/p/DYY4wB5j0kv/c/18581783545008124/","1d","Bener pak,wong deso nek transaksi gwo godong mlanding","2 likes","Reply"
